Service,EC2-Instances($),Elastic Container Service for Kubernetes($),EC2-Other($),Relational Database Service($),VPC($),Elastic Container Service($),Elastic Load Balancing($),CloudWatch($),Key Management Service($),Secrets Manager($),EC2 Container Registry (ECR)($),Cost Explorer($),Inspector($),Security Hub($),S3($),Service Catalog($),Location Service($),SQS($),DynamoDB($),SNS($),Glacier($),Step Functions($),Lightsail($),Simple Workflow Service($),CloudShell($),CloudTrail($),Glue($),Tax($),Systems Manager($),CloudFormation($),Lambda($),X-Ray($),Total costs($)
18-07-2025,14.92534349,,2.118209868,0.789470419,1.63550139,,1.080010964,0.037430649,0.194211384,0.038944677,0.002666335,0.24,,0.004,0.00099617,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,21.06678543
19-07-2025,15.1776,,2.151425282,0.999564798,1.8,,1.080013006,0.045670649,0.194136384,0.038939677,0.002666335,0.24,,0.004,0.000906644,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,21.73492286
20-07-2025,15.1776,,2.149290505,0.999565058,1.8,,1.080019139,0.049690649,0.194496384,0.039059677,0.002666335,0.25,,0.004,0.00120158,,,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,21.74758945
21-07-2025,15.1776,,2.148784752,0.526703101,1.74517361,,1.080009106,0.033650649,0.194145384,0.038939677,0.002666335,0.24,,0.004,0.00154831,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,21.19322101
22-07-2025,15.1776,,2.152636635,0.075134763,1.68,,1.080013737,0.023150649,0.194253384,0.038944677,0.002666335,0.24,,0.004,0.001166031,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,20.66956629
23-07-2025,15.1776,,2.143207259,0.081558326,1.68,,1.080011068,0.023670649,0.194136384,0.038939677,0.002666335,0.24,,0.0032,0.001138718,,,0,,0.000001,5.06E-08,3.24E-08,,0,,0,0,,,,,,20.6661295
24-07-2025,15.1776,,2.148556815,0.073752638,1.68,,1.080016305,0.025310649,0.194202384,0.038944677,0.002666335,0.23,,0.0032,0.001733754,,,0,,0.0000015,5.06E-08,3.24E-08,,0,,0,0,,,,,,20.65598514
25-07-2025,15.1776,,2.152940694,0.063912295,1.68095972,,1.080011838,0.029690649,0.194328384,0.038964677,0.002666335,0.17,,0.0032,0.001392636,,,0,,0.000001,5.55E-08,3.45E-08,,0,,0,0,,,,,,20.59566832
26-07-2025,15.1776,,2.150149807,0.057345831,1.68,,1.080012683,0.036300649,0.194304384,0.039034677,0.002666335,0.24,,0.0032,0.001402593,,,0,,0.000002,0.000000071,4.65E-08,,0,,0,0,,,,,,20.66201908
27-07-2025,15.1776,,2.142446241,0.051682598,1.68,,1.080014269,0.450910649,0.192792298,0.038939677,0.002666335,0.23,,0.00539,0.001245991,,,0,,0.000001,5.06E-08,3.24E-08,,0,,0,0,,,,,,21.05368914
28-07-2025,15.18457355,,2.150963372,0.040768689,1.68,,1.080081487,0.487430649,0.194496384,0.039059677,0.002666335,0.2,,0.00608,0.001479649,,,0,,0.000002,7.59E-08,4.86E-08,,0,,0,0,,,,,,21.06760191
29-07-2025,15.18467741,,2.151854415,0.031422513,1.68,,1.08008296,0.486500649,0.194136384,0.038939677,0.002666335,0.23,,0.00608,0.001334333,,,0,,0.000001,5.06E-08,3.24E-08,,0.000000054,,0,0,,,,,,21.08769581
30-07-2025,13.68486034,,2.108772857,0.022246173,1.60442639,,1.080119219,0.478610649,0.194202384,0.038944677,0.002666335,0.24,,0.00608,0.001502946,,,0,,0.0000015,5.06E-08,3.24E-08,,0.000000054,,0,0,,,,,,19.4624336
31-07-2025,12.80884663,,2.066777284,0.022246173,1.56,,1.080086849,0.471900649,0.194136384,0.038939677,0.002666335,0.21,,0.00608,0.002241834,,,0,,0.000002,5.06E-08,3.24E-08,,0.000000054,,0,0,,,0,,,18.46392396
01-08-2025,12.7968,,2.07639815,0.022246173,1.56,,1.080016226,0.04013,0.193548384,0.039059677,0.002666335,0.19,,0.004,0.00159563,,,0,,0,7.59E-08,4.86E-08,,0,,0,0,0,,,,,18.0064607
02-08-2025,12.7968,,2.076274532,0.022246173,1.56,,1.080012902,0.03764,0.193548384,0.038939677,0.002666335,0.15,,0.004,0.001000663,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,17.96312875
03-08-2025,12.7968,,2.075977752,0.022246173,1.560954165,,1.080016447,0.040345806,0.194202384,0.038944677,0.002666335,0.24,,0.004,0.000928016,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,18.05708184
04-08-2025,12.7968,,2.075961851,0.022246173,1.56,,1.08001492,0.040345806,0.194136384,0.038939677,0.002666335,0.21,,0.004,0.000895788,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,18.02600702
05-08-2025,12.7968,,2.06703428,0.022246173,1.56095139,,1.080058613,0.044505806,0.194496384,0.039059677,0.002666335,0.19,,0.004,0.001094497,,,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,18.00291328
06-08-2025,12.7968,,2.0755255,0.022246173,1.56,,1.080045733,0.039910649,0.194106384,0.038939677,0.002666335,0.24,,0.004,0.000886701,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,18.05512724
07-08-2025,12.7968,,2.076246244,0.022246173,1.56,,1.080013597,0.039910649,0.194124384,0.038944677,0.002666335,0.22,,0.004,0.001724075,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,0,,,,18.03667622
08-08-2025,12.7968,,2.076111466,0.27302588,1.622645835,,1.080024606,0.044250649,0.194082384,0.038939677,0.002666335,0.17,,0.004,0.001130497,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,18.30367741
09-08-2025,12.7968,,2.076113908,0.504439866,1.68,,1.080103997,0.048250649,0.18870004,0.038939677,0.002666335,0.1,,0.004,0.000955696,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,18.52097025
10-08-2025,12.7968,,2.069452172,0.504439877,1.68,,1.080052233,0.052330649,0.194388384,0.039059677,0.002666335,0.24,,0.004,0.001192937,,,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,18.66438239
11-08-2025,13.8298444,,2.1078971,0.504439892,1.735681945,,1.080019759,0.048550649,0.194076384,0.038939677,0.002666335,0.24,,0.004,0.001043075,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,19.7871593
12-08-2025,15.08928066,,2.166714308,0.504439817,1.82911667,,1.080015612,0.048650649,0.194223384,0.038954677,0.002666335,0.18,,0.004,0.00130425,,,0,,0,0.000000053,3.32E-08,,0,,0,0,,,,,,21.13936645
13-08-2025,16.51010669,0.269953694,2.974916502,0.504439853,1.93092778,,1.147609983,0.127018879,0.18817204,0.048365284,0.003703904,0.16,,0.004,0.002854556,,,,0.000000125,0,,,,,,0,,,,0,,,23.87206929
14-08-2025,26.69436087,2.4,5.083116136,0.504439862,2.28,,1.620476191,0.74554842,0.18822004,0.119015805,0.011628497,0.24,,0.004,0.018695376,,,0,,0,,,,,,0,,,,,,,39.90950119
15-08-2025,27.1018015,2.4,5.420719287,0.504439863,2.28137083,,1.620840753,0.761753167,0.192204298,0.118950805,0.013473832,0.24,,0.004,0.018520033,,,,,,,,,,,0,,,,,,,40.67807437
16-08-2025,31.53616288,2.4,6.058197578,0.504439862,2.28,,1.620515659,0.922907298,0.192252298,0.119020805,0.015889373,0.23,,0.00887,0.018766642,,,0,,0,,,,,,0,,,,,,,45.90702239
17-08-2025,31.23245171,2.4,6.021497754,0.504439874,2.086044445,,1.620475833,0.92340417,0.193548384,0.119010805,0.015889373,0.16,,0.00665,0.018951212,,,,,,,,,,,0,,,,,,,45.30236356
18-08-2025,30.97936378,2.4,5.993326995,0.504439857,1.92,,1.62061979,0.92294176,0.193596384,0.119015805,0.015889373,0.14,,0.00464,0.018801221,,,0,,0,,,,,,0,,,,,,,44.83263497
19-08-2025,30.97936364,2.4,5.995934717,0.504439856,1.92,,1.620490808,0.922718564,0.193548384,0.119015805,0.015889373,0.15,,0.00506,0.018785228,,,,,,,,,,,0,,,,,,,44.84524637
20-08-2025,30.97936368,2.4,6.128289243,0.504439999,2.8506708,1.092429635,2.385595429,1.242362322,0.193596384,0.119015805,0.698060704,0.09,,0.00611,0.019042991,,,0,,0.0000005,,,,,,0,,,,,,,48.70897749
21-08-2025,31.4271012,2.4,6.232518018,0.504439884,3.096445815,1.154390544,2.340632204,1.784861824,0.193548384,0.118950805,0.727420649,0.19,,0.00608,0.018821004,,,,,,,,,,,0,,,,,,,50.19521033
22-08-2025,31.19059039,2.4,6.137956595,0.504439874,2.1939764,0.214703312,1.800604805,1.643975259,0.193596384,0.119015805,0.15586857,0.24,,0.00608,0.019063699,,,0.0000004,,0.0000005,,,,,,0,0,,,,,,46.81987199
23-08-2025,30.97936378,2.4,5.994242689,0.504439859,1.92,,1.62047213,1.573074582,0.193548384,0.119015805,0.026211166,0.19,,0.00608,0.019075562,,,,,,,,,,,0,,,,,,,45.54552395
24-08-2025,31.175624,2.4,6.007280699,0.94789828,2.049279165,,1.620487817,1.584181453,0.193608384,0.119015805,0.026211166,0.11,,0.00611,0.018976538,,,0.0000004,,0.0000005,,,,,,0,,,,,,,46.25867421
25-08-2025,31.72611953,2.4,6.053747073,2.670725031,2.19762917,,1.620521747,1.616092483,0.193593384,0.119010805,0.026211166,0.16,,0.00608,0.019163345,,,,,,,,,,,0,,,,,,,48.80889373
26-08-2025,31.84024766,2.4,6.054708945,2.957908107,2.16,,1.620573886,1.618456128,0.193596384,0.119005805,0.026211166,0.17,,0.00608,0.019163558,,,0.0000004,,0.0000005,,,,,,0,,,,,,,49.18595254
27-08-2025,31.84354342,2.4,6.31022958,3.000087265,2.16,,1.620908123,1.655662007,0.193548384,0.118960805,0.030332275,0.21,,0.00608,0.018781955,,,,,,,,,,,0,,,,,,,49.56813382
28-08-2025,31.85058973,2.4,6.688064038,2.994795645,2.227558335,,1.621269604,1.63972873,0.211195502,0.119015805,0.033548453,0.23,,0.00608,0.019160065,,,0.0000004,,0.0000005,,,,,,0,,,,,,,50.04100681
29-08-2025,2.673482122,7.740879828,6.997938631,2.989964727,2.2051389,,1.62466255,1.812168665,0.207754244,0.119010805,0.037088102,0.03,,0.00611,0.018909404,,,,,,,,,,,0,,,,,,,26.46310798
30-08-2025,0.022130244,2.4,6.056797729,2.972491684,2.16,,1.621083109,1.531107369,0.193614384,0.119015805,0.037293427,,,0.00608,0.018800643,,,0.0000004,,0.0000005,,,,,,0,,,,,,,17.13841529
31-08-2025,0.027735295,2.4,6.057063532,2.997530605,2.16,,1.621161333,1.533209422,0.193548384,0.119000805,0.037293425,,,0.00608,0.01871295,,,,,,,,,,,0,,,,,,,17.17133575
01-09-2025,0.0001635,12.29425217,7.074488237,2.965328618,2.243747215,,1.620511107,0.382724479,0.223611113,0.122406675,0.038536538,,,0.004,0.018757338,,,0.0000004,,0,,,,,,0,,0,,,,,26.98852739
02-09-2025,0.000163759,6.859369164,6.725691127,3.096556167,2.19666667,,1.62150682,1.082637556,0.211111113,0.122451675,0.040123325,,,0.004,0.018826248,,,,,,,,,,,0,,,,,,,21.97910362
03-09-2025,0.000163878,2.4,6.262485327,3.203719601,2.16,,1.620538156,0.937929489,0.200000002,0.122456675,0.047627104,,,0.004,0.018681219,,,0.0000004,,0,,,,,,0,,,,,,,16.97760185
04-09-2025,0.00016379,2.4,6.13795491,3.163526399,2.16,,1.620507475,0.937990432,0.194444446,0.122456675,0.047976791,,,0.004,0.018659038,,,,,,,,,,,0,,,,,,,16.80767996
05-09-2025,0.000161764,2.4,6.271687692,3.156975197,2.16,,1.620564338,0.937603283,0.200000002,0.122401675,0.049226299,,,0.004,0.018550178,,,0.0000004,,0,,,,,,0,,,,,,,16.94117083
06-09-2025,0.000163845,2.4,6.137232126,3.168522176,2.16,,1.620480341,0.937529378,0.198611113,0.122446675,0.051777252,,,0.004,0.018662539,,,,,,,,,,,0,,,0,,,,16.81942545
07-09-2025,0.000163943,2.4,6.139662014,3.146933358,2.16,,1.620483906,0.936627372,0.200084002,0.122456675,0.051777252,,,0.004,0.018717835,,,0.0000004,,0,,,,,,0,,,,,,,16.80090676
08-09-2025,0.000163966,2.4,6.338528648,3.133036139,2.16096111,,1.620495382,0.937711963,0.200000002,0.122451675,0.053398133,,,0.004,0.018689867,,,,,,,,,,,0,,,,,,,16.98943688
09-09-2025,0.000162434,2.4,6.242415527,3.152241398,2.16,,1.620505915,0.937909721,0.200084002,0.122401675,0.058462794,,,0.004,0.018601199,,,0.0000004,,0,,,,,,0,,,,,,,16.91678506
10-09-2025,0.000164414,2.4,6.3508372,3.140195894,2.16,,1.620516943,0.938665573,0.200000002,0.122446675,0.062543894,,,0.004,0.018953341,,,,,,,,,,,0,0,,,,,,17.01832393
11-09-2025,0.000164093,2.4,6.227961345,3.168618793,2.13188611,,1.620835747,0.939521112,0.200084002,0.122456675,0.068839299,,,0.004,0.018782568,,,0.0000004,,0,,,,,,0,,,,,,,16.90315014
12-09-2025,0.00016285,5.995921668,6.554155934,3.153647102,2.28768473,0.000172942,1.778044465,1.111177935,0.209953224,0.122441675,0.207276283,,,0.004,0.018758346,,,,,,,,,,,0,,,,,,,21.44339715
13-09-2025,0.000163542,2.4,6.074864821,3.138004077,2.04,,1.620564584,0.946526454,0.200084002,0.122411675,0.073911876,,,0.004,0.018724329,,,0.0000004,,0,,,,,,0,,,,,,,16.63925576
14-09-2025,0.006732811,2.4,6.072555637,3.145240443,2.04,,1.621149356,0.946982236,0.200000002,0.122456675,0.073911876,,,0.004,0.018793935,,,,,,,,,,,0,,,,,,,16.65182297
15-09-2025,0.007003189,2.4,6.163887418,3.169368096,2.04281944,,1.620760583,0.947427046,0.200096002,0.122456675,0.074549299,,,0.004,0.018858674,,,0.0000004,,0,,,,,,0,,,,,,,16.77122682
16-09-2025,0.00710026,2.4,6.250165696,3.199233907,2.053347225,,1.620658466,1.637261003,0.200036002,0.122396675,0.078081774,,,0.004,0.01865822,,,,,,,,,,,0,,,,,,,17.59093923
17-09-2025,0.007183736,5.99610816,6.551092271,3.207471882,2.06984583,,1.620673546,1.744401372,0.209110335,0.122451675,0.085551895,,,0.00832,0.018889827,,,0.0000004,,0,,,,,,0,,,,,,,21.64110093
18-09-2025,0.007560008,7.490571336,6.790968737,3.460072935,2.23037223,0.000005761,1.645457418,1.828073075,0.211897113,0.122451675,0.086021863,,,0.00835,0.018874707,,,,,,,,,,,0,,,,,,,23.90067686
19-09-2025,0.010084941,2.4,6.311131601,3.684761565,2.28,,1.621636979,1.523080536,0.200009002,0.122451675,0.090314852,,,0.00838,0.018901209,,,,,,,,,,,0,,,,,,,18.27075236
20-09-2025,0.009092867,2.4,6.094359708,3.682050017,2.28095833,,1.621354893,1.317325489,0.200147002,0.122441675,0.092661223,,,0.00835,0.01889322,,,0.0000004,,0,,,,,,0,,,,,,,17.84763483
21-09-2025,0.007627487,2.4,6.092147246,3.693839435,2.28,,1.626930155,1.318207804,0.200000002,0.122401675,0.092661223,,,0.00832,0.018866671,,,,,,,,,,,0,,,,,,,17.8610017
22-09-2025,0.007303183,2.4,6.112969918,3.88313981,2.309172225,,1.620770887,1.323344435,0.200159002,0.122461675,0.092661223,,,0.00653,0.019019157,,,0.0000004,,0.0000005,,,,,,0,,,,,,,18.09753241
23-09-2025,0.007726735,2.4,6.114222912,4.992598449,2.31646806,,1.620783365,1.327162156,0.200075002,0.122456675,0.092661223,,,0.00464,0.018992465,,,,,,,,,,,0,,,,,,,19.21778704
24-09-2025,0.007672713,2.4,6.117285193,4.312340061,2.09875971,,1.620632384,1.232410573,0.200258002,0.122396675,0.09670792,,,0.00371,0.018907473,,,0.0000004,,0.0000005,,,,,,0,,,,,,,18.2310816
25-09-2025,0.006944756,2.4,5.559027592,0.55036145,1.92,,1.620669231,1.06231561,0.200000002,0.122451675,0.099782997,,,0.0032,0.019052616,,,,,,,,,,,0,,,,,,,13.56380593
26-09-2025,0.007285848,2.4,5.602624418,0.633180975,1.93417361,,1.620597351,1.062227386,0.200264002,0.122456675,0.103091728,,,0.0032,0.019123671,,,0.0000004,,0.0000005,,,,,,0,,,,,,,13.70822656
27-09-2025,0.011170053,2.4,5.476525071,0.530132728,1.92,,1.620694539,1.056108095,0.200000002,0.122451675,0.105936091,,,0.0032,0.01910647,,,,,,,,,,,0,,,,,,,13.46532472
28-09-2025,0.009642211,2.4,5.473444513,0.537024236,1.921381945,,1.620644543,1.040052894,0.200138002,0.122396675,0.105936091,,,0.0032,0.019028885,,,0.0000004,,0.0000005,,,,,,0,,,,,,,13.45289089
29-09-2025,0.006815719,2.4,5.477409141,0.960027196,2.042627015,0.000285811,1.82338192,1.177249779,0.200411002,0.122456675,0.10606289,,,0.0032,0.019178145,,,,,,,,,,,0,,,,,,,14.33910529
30-09-2025,0.007150162,2.680486332,5.633085207,4.548080273,2.65481158,0.000974976,2.408475548,1.654401383,0.201814891,0.122456675,0.106150361,,0,0.02807,0.01924253,,,0.0000004,,0.0000005,,,,,,0,,,,,,,20.06520082
01-10-2025,0.000162683,2.4,5.52285614,6.310814797,3.080672665,0.000239623,2.70037368,0.761289978,0.193548384,0.118995805,0.103050575,,0,0.004,0.019152422,,,,,,,,,,,0,,0,,,,,21.21515675
02-10-2025,0.000163219,2.4,5.439391389,6.310215571,3.08328935,0.000235719,2.700549088,0.780221031,0.18817204,0.118965805,0.105389822,,0,0.004,0.019196337,,,0.0000004,,0,,,,,,0,,,,,,,21.14978977
03-10-2025,0.000163779,2.4,5.564942129,6.496967034,3.093886655,0.00022589,2.700538426,0.890041004,0.193548384,0.119015805,0.106514007,,0,0.004,0.01911065,,0.00002,0.0000004,,0,,,,,,0,0,,,,,,21.58897416
04-10-2025,0.000163905,2.4,5.439850348,6.310150772,3.080143455,0.000228974,2.700595214,1.518802549,0.18817204,0.119015805,0.109060673,,0,0.004,0.0191627,,,0.0000004,,0,,,,,,0,,,,,,,21.88934683
05-10-2025,0.00016406,2.4,5.441293015,6.312183717,3.080911555,0.00026383,2.700557869,1.519285555,0.193548384,0.119015805,0.109060673,,0,0.00751,0.019167145,,0.00002,0.0000004,,0,,,,,,0,0,,,,,,21.90298201
06-10-2025,0.000163871,3.543513528,6.063666157,7.089045317,3.212183825,0.000235261,2.700593776,1.818029216,0.20902333,0.119015805,0.109060673,,0,0.02977,0.019208558,,,0.0000004,,0,,,,,,0,,,0,,,,24.91350972
07-10-2025,0.000162991,4.8,6.664518826,6.545899049,3.28128518,0.000307701,2.70056914,2.312787141,0.226490448,0.118955805,0.109060673,,0,0.01747,0.01908635,,,,,,,,,,,0,,,,,,,26.7965933
08-10-2025,0.000164145,4.8,6.820797871,6.6495168,3.41026855,0.000237982,2.700563564,2.316063723,0.226379448,0.119015805,0.111220523,,0,0.01834,0.019314487,,,0.0000004,,0,,,,,,0,,,,,,,27.1918833
09-10-2025,0.000163872,14.408706,7.80348703,6.454998774,3.670461605,0.000278799,2.700569904,2.700155942,0.24962791,0.119010805,0.11178103,,0,0.01828,0.019331758,,0.00001,0.0000004,,,,,,,,0,,,,,,,38.25686383
10-10-2025,0.000162343,12.47259567,7.615068348,6.313967986,3.639232445,0.000796881,2.700581949,2.61681478,0.244005566,0.119010805,0.11178103,,0,0.01015,0.019331518,,0.00001,0.0000004,,0,,,,,,0,0,,,,,,35.86350972
11-10-2025,0.000163323,4.8,6.749120038,6.312828883,3.44355876,0.000538257,2.700555986,2.306591473,0.226094448,0.118960805,0.11178103,,0,0.00922,0.019363632,,,,,,,,,,,0,,,,,,,26.79877663
12-10-2025,0.000163558,4.8,6.750693312,6.312094054,3.438335125,0.00052738,2.700576667,2.306973567,0.226241448,0.119015805,0.11178103,,0,0.0091,0.019552507,,,0.0000004,,0,,,,,,0,,,,,,,26.79505485
13-10-2025,0.000163812,4.8,6.757999316,6.404999403,3.444692125,0.000531409,2.700646229,2.307173563,0.226226448,0.119015805,0.11178103,,0,0.02257,0.019576008,,,,,,,,,,,0,,,,,,,26.91537515
14-10-2025,0.000163106,4.8,6.762217467,6.530230004,3.48758108,0.000487586,2.700575568,2.311650004,0.224963362,0.119030805,0.11178103,,0,0.01033,0.019690969,,0.00005,0.0000012,,0,,,,,,0,0,,,,,,27.07875218
15-10-2025,0.000162866,4.8,6.886856678,6.317522505,3.448468535,0.000604684,2.70056333,2.309452678,0.226100448,0.118950805,0.112849816,,0.104909099,0.01036,0.019574954,,,,,0,,,,,,0,,,,,,,27.0563764
16-10-2025,0.000163837,4.8,6.784488829,6.316685883,3.495536615,0.000773529,2.700792361,2.305478209,0.219380018,0.119010805,0.115686602,,0.35856,0.00928,0.019789334,,,,,,,,,,,0,,,,,,,27.24562602
17-10-2025,0.000164332,4.8,6.906416092,6.316782572,3.56281023,0.000689617,2.700540271,2.404828037,0.226262448,0.119030805,0.118011651,,0.35856,0.01282,0.020534177,,0.00008,0.0000228,,0,,,,,,0,0,,,,0,0,27.54755303
18-10-2025,0.000162354,4.8,6.807535878,6.051441773,3.419515775,0.000549996,2.700576865,2.985872374,0.226103448,0.118965805,0.118408499,,0.335271493,0.03691,0.019867466,,0.00002,0.0000004,,,,,,,,0,0,,,,,,27.62120212
19-10-2025,0.00016374,4.8,6.79990228,5.832504317,3.324160195,0.000473444,2.700551679,2.976719924,0.226190448,0.119010805,0.1184085,,0.3168,0.00835,0.020073491,,0.00001,0.0000004,,0,,,,,,0,0,,,,,,27.24331922
20-10-2025,0.000160213,4.8,6.664170303,5.805505523,3.11983115,0.000472874,2.700972632,2.725742362,0.225941448,0.118890805,0.1184085,,0.307658457,0.00751,0.019710217,,,,,0,,,,,,0,0,,,,,,26.61497448
21-10-2025,0.000163356,4.8,6.814074047,5.802319043,3.116544625,0.000471277,2.700546275,2.945558308,0.226181448,0.118965805,0.118408498,,0.269764867,0.01333,0.020195335,,0.00001,0.0000008,,0,,,,,,0,0,,,,,,26.94653368
22-10-2025,0.000163111,4.8,6.810236719,5.803312123,3.11651965,0.000475297,2.700563386,2.928095804,0.226094448,0.119020805,0.1184085,,0.3168,0.00593,0.020341988,,0.00002,0.0000004,,0.0000005,,,,,,0,0,,,,,,26.96598273
23-10-2025,0.000163546,4.8,6.804518238,5.805681453,3.116039035,0.000480048,2.700574112,2.94332204,0.226181448,0.119020805,0.1184085,,0.3168,0.01505,0.020448277,,0.00001,0.0000004,,0.0000005,,,,,,0,0,,,,,,26.9866984
24-10-2025,0.000162523,4.8,6.928742799,5.803459629,3.115344675,0.000480229,2.700794066,2.978168748,0.226094448,0.118950805,0.122110443,,0.3168,0.01001,0.020360826,,,,,,,,,,,0,,,,,,,27.14147919
25-10-2025,0.000164101,4.8,6.80020433,5.803912882,3.11509328,0.000479614,2.700553267,2.979175753,0.226178448,0.119020805,0.122377848,,0.3168,0.0113,0.020657647,,0.00001,0.0000004,,0.0000005,,,,,,0,,,,,,,27.01592887
26-10-2025,0.000164623,4.8,6.803790864,5.802907556,3.1161946,0.000474067,2.701125013,2.958386287,0.226097448,0.119015805,0.122377848,,0.3168,0.00701,0.020729269,,,,,,,,,,,0,,,,,,,26.99507338
27-10-2025,0.000164091,4.8,6.801256563,5.803311867,3.11606269,0.000526426,2.700631729,2.930567569,0.226178448,0.119015805,0.122377848,,0.3168,0.00686,0.020877821,,0.00001,0.0000004,,0.0000005,,,,,,0,,,,,,,26.96464176
28-10-2025,0.000163284,4.8,6.891912664,5.850850491,3.11540565,0.000895841,2.700582059,3.173077137,0.226145448,0.118950805,0.122609524,,0.3168,0.01184,0.020788554,,,,,,,,,,,0,,,,,,,27.35002146
29-10-2025,0.000163605,3.183436056,5.8642485,5.804203227,2.409795905,0.000401876,2.498237034,2.736115961,0.204418072,0.119025805,0.126005525,,0.09464738,0.04067,0.021276582,,0.00005,0.0000008,,0,,,,,,0,0,,,,,,23.10269633
30-10-2025,0.000162273,2.4,5.340601102,5.80330793,1.81214586,0.000272212,1.913396948,2.022376434,0.193641384,0.118960805,0.129136952,,0.064359664,0.01598,0.021072953,,0.00003,0.0000008,,0.0000005,,,,,,0,0,,,,,,19.83544582
31-10-2025,0.000161914,2.4,5.509989108,5.805325117,1.530488885,,1.624404599,1.761310196,0.193554384,0.118955805,0.135176319,,0.090433157,0.00938,0.021166156,,0.00001,0.0000008,,0,,,,,,0,0,,,,,,19.20035644
